Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
1424760,Straight From The Heart: An Autobiography,Kapil Dev,"Dev, Kapil",,"=""1403922276""","=""9781403922274""",0,3.63,MacMillan,Hardcover,,2004,2004,,2016/11/06,to-read,to-read (#61),to-read,,,,0,,,0,,,,,
18668059,The Obstacle Is the Way: The Timeless Art of Turning Trials into Triumph,Ryan Holiday,"Holiday, Ryan",,"=""1591846358""","=""9781591846352""",4,4.16,Portfolio,Hardcover,201,2014,2014,2017/09/20,2017/02/13,,,read,Really good. One of my favourites along with the author's Ego is the Enemy.,,,2,,,0,,,,,
1319,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield,"Pressfield, Steven",Robert McKee,"=""0446691437""","=""9780446691437""",0,4.00,Warner Books,Paperback,168,2003,2002,,2017/09/20,to-read,to-read (#60),to-read,,,,0,,,0,,,,,
11375457,Infinite Vision: How Aravind Became the World's Greatest Business Case for Compassion,Pavithra K. Mehta,"Mehta, Pavithra K.",Suchitra Shenoy,"=""1605099791""","=""9781605099798""",0,4.29,Berrett-Koehler Publishers,Paperback,336,2011,2011,,2016/09/11,to-read,to-read (#59),to-read,,,,0,,,0,,,,,
8163722,Earth (The Book): A Visitor's Guide to the Human Race,Jon   Stewart,"Stewart, Jon","Rory Albanese, Kevin Bleyer, Rich Bloomquist, Steve Bodow, Tim Carvell, Wyatt Cenac, Hallie Haglund, J.R. Havlan, David Javerbaum, Elliott Kalan, Josh Lieb, Sam Means, Jo Miller, John Oliver, Daniel Radosh, Jason Ross","=""044657922X""","=""9780446579223""",0,3.91,Grand Central Publishing,Hardcover,246,2010,2010,,2017/07/15,to-read,to-read (#58),to-read,,,,0,,,0,,,,,
33220029,कंकाल,जयशंकर प्रसाद,"प्रसाद, जयशंकर",Jaishankar Prasad,"=""""","=""""",4,4.01,Public Domain Books,Kindle Edition,290,,,2017/07/13,2017/06/28,,,read,,,,1,,,0,,,,,
17986418,Naked Statistics: Stripping the Dread from the Data,Charles Wheelan,"Wheelan, Charles",,"=""039334777X""","=""9780393347777""",4,3.94,W. W. Norton  Company,Paperback,282,2014,2012,2017/07/04,2017/02/25,,,read,,,,1,,,0,,,,,
109299,"Khushwant Singh On Women, Love & Lust",Khushwant Singh,"Singh, Khushwant",,"=""8187478403""","=""9788187478409""",3,3.53,Books Today,Paperback,206,2002,2002,2016/02/24,2017/06/26,,,read,,,,1,,,0,,,,,
18085474,The Book of Forgiving: The Fourfold Path for Healing Ourselves and Our World,Desmond Tutu,"Tutu, Desmond",Mpho Tutu,"=""0062203568""","=""9780062203564""",0,4.11,HarperOne,Hardcover,230,2014,2013,,2017/06/26,to-read,to-read (#57),to-read,,,,0,,,0,,,,,
11041,Delta of Venus,Anaïs Nin,"Nin, Anaïs",,"=""1579125743""","=""9781579125745""",2,3.62,Black Dog & Leventhal Publishers,Hardcover,271,2006,1969,2015/05/10,2017/06/25,,,read,,,,1,,,0,,,,,
10818853,"Fifty Shades of Grey (Fifty Shades, #1)",E.L. James,"James, E.L.",,"=""1612130291""","=""9781612130293""",2,3.66,Vintage,Paperback,356,2011,2011,2016/01/10,2017/06/25,,,read,,,,1,,,0,,,,,
5805,V for Vendetta,Alan Moore,"Moore, Alan",David   Lloyd,"=""1401207928""","=""9781401207922""",4,4.25,Vertigo,Hardcover,296,2005,1990,2017/06/25,2016/03/06,,,read,,,,1,,,0,,,,,
33270903,Tarkash (Hindi),Javed Akhtar,"Akhtar, Javed",,"=""""","=""""",4,4.16,Rajkamal Prakashan,Kindle Edition,166,,1995,2017/06/16,2017/04/05,,,read,,,,1,,,0,,,,,
2549408,The Grammar of Graphics,Leland Wilkinson,"Wilkinson, Leland",,"=""0387245448""","=""9780387245447""",0,4.14,Springer,Hardcover,691,2005,1999,,2017/05/24,to-read,to-read (#56),to-read,,,,0,,,0,,,,,
27466022,तितली,जयशंकर प्रसाद,"प्रसाद, जयशंकर",Jaishankar Prasad,"=""""","=""""",0,3.96,,Paperback,184,,1985,,2017/04/28,to-read,to-read (#55),to-read,,,,0,,,0,,,,,
27343517,अग्नि परीक्षा,गुरुदत्त,"गुरुदत्त, गुरुदत्त",,"=""""","=""""",0,4.25,Bhartiya Sahitya Sadan,Paperback,216,1999,,,2017/04/28,to-read,to-read (#54),to-read,,,,0,,,0,,,,,
537094,The Overcoat,Nikolai Gogol,"Gogol, Nikolai",,"=""1419176528""","=""9781419176524""",2,4.14,Kessinger Publishing,Paperback,57,2004,1842,2017/04/12,2016/01/30,,,read,,,,1,,,0,,,,,
24186666,The End of Average: How We Succeed in a World That Values Sameness,Todd Rose,"Rose, Todd",,"=""0062358367""","=""9780062358363""",0,4.05,HarperOne,Hardcover,256,2016,2016,,2017/04/07,to-read,to-read (#53),to-read,,,,0,,,0,,,,,
18774981,Waking Up: A Guide to Spirituality Without Religion,Sam Harris,"Harris, Sam",,"=""1451636016""","=""9781451636017""",3,3.92,Simon  Schuster,Hardcover,256,2014,2014,2017/02/10,2017/01/16,,,read,"Largely talks about why Eastern religious ideologies are more mature than their western counterparts, especially focussing on the different benefits of meditation.",,,1,,,0,,,,,
7790839,Selections from Complete Works of Swami Vivekanand,Swami Vivekananda,"Vivekananda, Swami",,"=""8175050764""","=""9788175050761""",0,4.44,Vedanta Press,Hardcover,570,2006,2001,,2017/03/17,to-read,to-read (#52),to-read,,,,0,,,0,,,,,
29201428,Data Analysis for the Life Sciences with R,Rafael A. Irizarry,"Irizarry, Rafael A.",Michael I. Love,"=""1498775675""","=""9781498775670""",0,3.58,CRC Press,Paperback,376,2016,,,2017/01/31,to-read,to-read (#51),to-read,,,,0,,,0,,,,,
18936492,The Goddess in India: The Five Faces of the Eternal Feminine,Devdutt Pattanaik,"Pattanaik, Devdutt",,"=""1594775370""","=""9781594775376""",3,3.72,Inner Traditions,ebook,176,2000,2000,2017/03/08,2016/10/29,,,read,,,,1,,,0,,,,,
33231656,Kuchh Ishq Kiya Kuchh Kaam Kiya,Piyush Mishra,"Mishra, Piyush",,"=""""","=""""",4,3.95,Rajkamal Prakashan,Kindle Edition,110,2016,,2017/03/04,2016/12/04,,,read,,,,1,,,0,,,,,
7196552,What is a P-Value Anyway? 34 Stories to Help You Actually Understand Statistics,Andrew J. Vickers,"Vickers, Andrew J.",,"=""0321629302""","=""9780321629302""",0,3.87,Pearson,Paperback,212,2009,2009,,2017/02/24,to-read,to-read (#50),to-read,,,,0,,,0,,,,,
17910144,Talk Like TED: The 9 Public-Speaking Secrets of the World's Top Minds,Carmine Gallo,"Gallo, Carmine",,"=""1250041120""","=""9781250041128""",3,3.92,St. Martin's Press,Hardcover,288,2014,2014,2017/02/20,2016/03/15,,,read,,,,1,,,0,,,,,
10850350,In the Bazaar of Love: The Selected Poetry of Amir Khusrau,Amir Khusrau,"Khusrau, Amir","Paul Losensky, Sunil Sharma","=""""","=""""",0,3.86,,,224,2013,2011,,2017/02/13,to-read,to-read (#49),to-read,,,,0,,,0,,,,,
16253915,Amir Khusrau: Selected Poems,Amir Khusrau,"Khusrau, Amir",Paul   Smith,"=""1479297208""","=""9781479297207""",0,4.50,Createspace Independent Publishing Platform,Paperback,292,2012,2012,,2017/02/13,to-read,to-read (#48),to-read,,,,0,,,0,,,,,
317910,Hind Swaraj or Indian Home Rule,Mahatma Gandhi,"Gandhi, Mahatma",,"=""8172290705""","=""9788172290719""",4,3.81,South Asia Books,Paperback,75,1998,1909,2015/07/14,2017/01/30,,,read,,,,1,,,0,,,,,
30125,The Missing Piece Meets the Big O,Shel Silverstein,"Silverstein, Shel",,"=""0060256575""","=""9780060256579""",5,4.35,HarperCollins,Hardcover,104,2006,1981,2017/01/21,2017/01/20,,,read,,,,1,,,0,,,,,
30122,"The Missing Piece (The Missing Piece, #1)",Shel Silverstein,"Silverstein, Shel",,"=""0060256710""","=""9780060256715""",4,4.26,HarperCollins,Hardcover,112,2006,1976,2017/01/21,2017/01/20,,,read,,,,1,,,0,,,,,
5326,A Christmas Carol,Charles Dickens,"Dickens, Charles",Joe L. Wheeler,"=""1561797464""","=""9781561797462""",4,4.06,Bethany House Publishers,Paperback,104,1999,1843,2007/12/25,2016/12/25,,,read,,,,1,,,0,,,,,
29093292,"The Daily Stoic: 366 Meditations for Clarity, Effectiveness, and Serenity",Ryan Holiday,"Holiday, Ryan",Stephen Hanselman,"=""0735211736""","=""9780735211735""",0,4.23,Portfolio,Hardcover,416,2016,2016,,2017/01/17,to-read,to-read (#47),to-read,,,,0,,,0,,,,,
32049,Lady Chatterley's Lover,D.H. Lawrence,"Lawrence, D.H.",,"=""039460430X""","=""9780394604305""",3,3.51,Modern Library,Hardcover,376,1983,1928,2016/03/10,2017/01/16,,,read,,,,1,,,0,,,,,
109201,The Company of Women,Khushwant Singh,"Singh, Khushwant",,"=""0140290478""","=""9780140290479""",3,3.25,Penguin Books India,Paperback,232,2000,1999,2015/11/30,2017/01/16,,,read,,,,1,,,0,,,,,
2452383,The Chimes,Charles Dickens,"Dickens, Charles",,"=""1434101851""","=""9781434101853""",2,3.17,Waking Lion Press,Paperback,116,2008,1844,2017/01/17,2016/12/25,,,read,,,,1,,,0,,,,,
28259130,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,"=""0062457713""","=""9780062457714""",4,3.94,Harper,Hardcover,212,2016,2016,2017/01/14,2016/12/18,,,read,,,,1,,,0,,,,,
13588394,The Signal and the Noise: Why So Many Predictions Fail—But Some Don't,Nate Silver,"Silver, Nate",,"=""159420411X""","=""9781594204111""",0,3.98,Penguin,Hardcover,534,2012,2012,,2017/01/11,to-read,to-read (#46),to-read,,,,0,,,0,,,,,
19005358,"How to Meditate (Easwaran Inspirations, #1)",Eknath Easwaran,"Easwaran, Eknath",,"=""""","=""""",4,4.22,Nilgiri Press,Kindle Edition,26,2011,2011,2017/01/09,2016/10/16,,,read,,,,1,,,0,,,,,
19466179,Songs of Kabir,Rabindranath Tagore,"Tagore, Rabindranath",,"=""""","=""""",3,4.15,Start Publishing LLC,Kindle Edition,148,2012,1448,2016/12/27,2016/11/12,,,read,,,,1,,,0,,,,,
6452796,Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,"Pink, Daniel H.",,"=""1594488843""","=""9781594488849""",0,3.95,Riverhead Books,Hardcover,242,2009,2009,,2016/12/26,to-read,to-read (#45),to-read,,,,0,,,0,,,,,
29356732,DOGA DIGEST 18,तरुण कुमार वाही,"वाही, तरुण कुमार",Manish Gupta,"=""9332424195""","=""9789332424197""",3,4.00,Raj Comics,Paperback,136,,,2016/12/15,2016/12/07,,,read,,,,1,,,0,,,,,
2122,The Fountainhead,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""0451191153""","=""9780451191151""",4,3.87,Signet Book,Mass Market Paperback,704,1996,1943,2016/12/14,2016/06/06,,,read,,,,1,,,0,,,,,
9512985,The Personal MBA: Master the Art of Business,Josh Kaufman,"Kaufman, Josh",,"=""1591843529""","=""9781591843528""",0,4.08,Portfolio,Hardcover,416,2010,2010,,2016/12/05,to-read,to-read (#44),to-read,,,,0,,,0,,,,,
27036528,Ego Is the Enemy,Ryan Holiday,"Holiday, Ryan",,"=""1591847818""","=""9781591847816""",4,4.16,Portfolio,Hardcover,226,2016,2016,2016/12/03,2016/09/15,,,read,,,,1,,,0,,,,,
26495533,The Success Sutra: An Indian Approach to Wealth,Devdutt Pattanaik,"Pattanaik, Devdutt",,"=""""","=""""",4,3.81,Aleph Book Company,Kindle Edition,148,2015,2015,2016/12/01,2016/09/24,,,read,,,,1,,,0,,,,,
29768389,प्रलय [Pralay],Anupam Sinha,"Sinha, Anupam",,"=""""","=""""",4,3.81,Raj Comics,,96,,,2003/11/21,2016/11/12,,,read,,,,1,,,0,,,,,
26100670,Jahrile,Anupam Sinha,"Sinha, Anupam",,"=""""","=""""",3,3.85,Raj Comics,Paperback,64,1997,2001,2002/12/21,2016/11/12,,,read,,,,1,,,0,,,,,
30069575,Agraj,Jolly Sinha,"Sinha, Jolly","Anupam Sinha, Vinod Kumar, Naresh Kumar","=""""","=""""",3,4.38,Raj Comics,Paperback,64,2000,2000,2002/11/21,2016/11/12,,,read,,,,1,,,0,,,,,
29450708,Bankelal Digest 16 Six in One Digest,Manish Gupta,"Gupta, Manish",Sanjay  Gupta,"=""9332422656""","=""9789332422650""",4,3.83,Raj Comics,Paperback,,,,2003/11/21,2016/11/12,,,read,,,,1,,,0,,,,,
31456141,Curfew (Doga #1),Sanjay  Gupta,"Gupta, Sanjay","तरुण कुमार वाही, Manu, Manish Gupta","=""""","=""""",4,3.81,Raj Comics,Paperback,32,1993,,2003/11/21,2016/11/12,,,read,,,,1,,,0,,,,,
29997500,Nagraj America Mein,Jolly Sinha,"Sinha, Jolly","Anupam Sinha, Vinod Kumar","=""""","=""9789332409910""",3,3.00,Raj Comics,Paperback,64,2002,,2003/11/21,2016/11/12,,,read,,,,1,,,0,,,,,
32197491,विध्वंस [Vidhwans],Anupam Sinha,"Sinha, Anupam",Manish Gupta,"=""""","=""""",3,3.89,Raj comics,Paperback,128,,,2003/11/21,2016/11/12,,,read,,,,1,,,0,,,,,
324507,"Fundamentals of Physics, Chapters 1 - 21, Enhanced Problems Version",David Halliday,"Halliday, David","Robert Resnick, Jearl Walker","=""0471228613""","=""9780471228615""",4,4.28,Wiley,Hardcover,632,2002,2000,2009/03/21,2016/11/20,,,read,,,,1,,,0,,,,,
223843,Introduction to Probability and Statistics for Engineers and Scientists [With CDROM],Sheldon M. Ross,"Ross, Sheldon M.",,"=""0125980574""","=""9780125980579""",4,3.52,Academic Press,Hardcover,624,2004,1987,2012/04/26,2016/11/20,,,read,,,,1,,,0,,,,,
3216708,Concise Inorganic Chemistry,J.D. Lee,"Lee, J.D.",,"=""0412788209""","=""9780412788208""",4,4.08,Springer,Paperback,1032,1996,1965,2008/12/08,2016/11/20,,,read,,,,1,,,0,,,,,
32197641,कोहराम [Kohraam],Jolly Sinha,"Sinha, Jolly","Anupam Sinha, Manish Gupta","=""""","=""""",4,4.61,Raj comics,Paperback,128,,,2003/11/20,2016/11/12,,,read,,,,1,,,0,,,,,
31436795,Bhediya Digest 3 In Hindi,Manish Gupta,"Gupta, Manish",Dheeraj Verma,"=""933242117X""","=""9789332421172""",4,4.67,Raj Comics,Paperback,128,,,2002/11/20,2016/11/12,,,read,,,,1,,,0,,,,,
20211434,The Essential Rumi,Rumi,"Rumi, Rumi","Coleman Barks, John Moyne","=""""","=""""",4,4.41,HarperCollins e-books,Kindle Edition,340,2010,1273,2016/11/19,2016/06/18,,,read,,,,1,,,0,,,,,
153747,"Moby-Dick or, the Whale",Herman Melville,"Melville, Herman","Andrew Delbanco, Tom Quirk, Rockwell Kent","=""0142437247""","=""9780142437247""",0,3.51,Penguin Classics,Paperback,654,2003,1851,,2016/11/13,to-read,to-read (#43),to-read,,,,0,,,0,,,,,
12742672,Nagraj Aur Super Commando Dhruva,Sanjay  Gupta,"Gupta, Sanjay","Pratap Mullick, Chandu","=""""","=""""",4,3.99,Raj Comics,Paperback,64,1991,,2002/11/13,2015/05/07,,,read,"Read Raj Comics back in the school days. They are the Indian version of Avengers, sometimes, even better. I wish they would release all the ebooks freely.",,,1,,,0,,,,,
87424,Tintin in the Land of the Soviets (Tintin #1),Hergé,"Hergé, Hergé","Leslie Lonsdale-Cooper, Michael      Turner","=""0867199032""","=""9780867199031""",0,3.64,Last Gasp,Hardcover,120,2003,1930,,2016/11/12,to-read,to-read (#42),to-read,,,,0,,,0,,,,,
87425,"Tintin in Tibet (Tintin, #20)",Hergé,"Hergé, Hergé","Leslie Lonsdale-Cooper, Michael      Turner","=""1405208198""","=""9781405208192""",0,4.22,Egmont,Hardcover,62,2008,1959,,2016/11/12,to-read,to-read (#41),to-read,,,,0,,,0,,,,,
930,Memoirs of a Geisha,Arthur Golden,"Golden, Arthur",,"=""0739326228""","=""9780739326220""",3,4.12,Random House Large Print Publishing,Hardcover,434,2005,1997,2016/11/11,2016/06/06,,,read,,,,1,,,0,,,,,
2861725,Oliver Twist,Richard Rogers,"Rogers, Richard",Charles Dickens,"=""0194792668""","=""9780194792660""",4,3.96,"Oxford University Press, USA",Paperback,120,2009,1992,2016/10/31,2016/10/27,,,read,,,,1,,,0,,,,,
17342664,Business Sutra: A Very Indian Approach to Management,Devdutt Pattanaik,"Pattanaik, Devdutt",,"=""8192328074""","=""9788192328072""",0,4.05,Aleph Book Company ,Hardcover,446,2013,2013,,2016/10/29,to-read,to-read (#40),to-read,,,,0,,,0,,,,,
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,"=""1594489505""","=""9781594489501""",4,4.38,Riverhead Books,Hardcover,372,2007,2007,2016/10/28,2016/08/15,,,read,,,,1,,,0,,,,,
7776209,The Rational Optimist: How Prosperity Evolves,Matt Ridley,"Ridley, Matt",,"=""006145205X""","=""9780061452055""",0,3.97,Harper,Hardcover,448,2010,2010,,2016/10/28,to-read,to-read (#39),to-read,,,,0,,,0,,,,,
11970747,"The Hedge Knight (The Tales of Dunk and Egg, #1)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",4,4.25,,ebook,85,2005,1998,2016/07/29,2016/07/26,,,read,A very gripping short story. Good read for GoT fans.,,,1,,,0,,,,,
11350430,"The Mystery Knight (The Tales of Dunk and Egg, #3)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",4,4.22,,ebook,104,2010,2010,2016/10/10,2016/09/25,,,read,"I really liked the first book of the series, the second not so much. This third one was better than the second, still not as good as the first.",,,1,,,0,,,,,
11297,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0375704027""","=""9780375704024""",4,4.03,Vintage Books,Paperback,296,2000,1987,2016/10/16,2015/09/25,,,read,"Very fluidic writing that brings out human emotions even most socially unacceptable behaviours. Some of the passages bring about very accurate descriptions of loneliness, regret and pain. ",,,1,,,0,,,,,
91953,Leviathan,Thomas Hobbes,"Hobbes, Thomas",Crawford Brough Macpherson,"=""0140431950""","=""9780140431957""",0,3.70,Penguin Books,Paperback,736,1981,1651,,2016/10/26,to-read,to-read (#38),to-read,,,,0,,,0,,,,,
30289,The Republic,Plato,"Plato, Plato","Desmond Lee, Maria Helena da Rocha Pereira, Benjamin Jowett","=""0140449140""","=""9780140449143""",0,3.94,Penguin Classics,Paperback,416,2003,-380,,2016/10/26,to-read,to-read (#37),to-read,,,,0,,,0,,,,,
51877,Capitalism and Freedom,Milton Friedman,"Friedman, Milton",,"=""0226264211""","=""9780226264219""",0,3.93,University of Chicago Press,Paperback,208,2002,1962,,2016/10/14,to-read,to-read (#36),to-read,,,,0,,,0,,,,,
1953,A Tale of Two Cities,Charles Dickens,"Dickens, Charles",Richard Maxwell,"=""0141439602""","=""9780141439600""",0,3.85,Penguin Books,Paperback,489,2003,1859,,2016/10/14,to-read,to-read (#35),to-read,,,,0,,,0,,,,,
31077424,Devlok with Devdutt Pattanaik,Devdutt Pattanaik,"Pattanaik, Devdutt",,"=""""","=""""",4,3.79,Penguin,Kindle Edition,160,2016,,2016/10/09,2016/08/28,,,read,,,,1,,,0,,,,,
15712330,Amul's India: Based On 50 Years of Amul Advertising,Amul's India Contributors,"Contributors, Amul's India",,"=""9350291495""","=""9789350291498""",0,4.12,Collins Business,Paperback,211,2012,2012,,2016/10/02,to-read,to-read (#34),to-read,,,,0,,,0,,,,,
15925055,The Very Best of the Common Man,R.K. Laxman,"Laxman, R.K.",,"=""0143418718""","=""9780143418719""",0,4.43,Penguin India,Paperback,206,2012,2012,,2016/10/02,to-read,to-read (#33),to-read,,,,0,,,0,,,,,
27834914,My Gita,Devdutt Pattanaik,"Pattanaik, Devdutt",,"=""""","=""""",4,4.01,Rupa Publications India,Kindle Edition,256,2015,2015,2016/09/20,2016/02/11,,,read,,,,1,,,0,,,,,
305787,30 Days to a More Powerful Vocabulary,Wilfred Funk,"Funk, Wilfred",Norman  Lewis,"=""0760745870""","=""9780760745878""",4,4.04,Galahad,Hardcover,224,2003,1942,2012/01/01,2016/09/17,,,read,,,,1,,,0,,,,,
827597,Word Power Made Easy,Norman  Lewis,"Lewis, Norman",,"=""067174190X""","=""9780671741907""",4,4.41,Pocket Books,Paperback,528,1991,1949,2012/01/01,2016/09/17,,,read,,,,1,,,0,,,,,
112160,Lore of Running,Tim Noakes,"Noakes, Tim",,"=""0873229592""","=""9780873229593""",0,4.15,Human Kinetics Publishers,Paperback,943,2002,1987,,2016/09/17,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,"=""0307352145""","=""9780307352149""",4,4.06,"Crown Publishing Group/Random House, Inc.",Hardcover,333,2012,2012,2016/09/17,2016/01/26,,,read,,,,1,,,0,,,,,
319614,On Fear,Jiddu Krishnamurti,"Krishnamurti, Jiddu",,"=""0062510142""","=""9780062510143""",0,4.35,HarperOne,Paperback,115,1994,1994,,2016/09/03,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
36072,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,"Covey, Stephen R.",Jim Collins,"=""0743269519""","=""9780743269513""",0,4.12,Free Press,Paperback,372,2004,1989,,2016/09/03,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
6596,The Four Agreements: A Practical Guide to Personal Freedom,Miguel Ruiz,"Ruiz, Miguel",,"=""1878424505""","=""9781878424501""",0,4.15,Amber-Allen Publishing,Hardcover,168,2001,1997,,2016/09/03,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
19501,"Eat, Pray, Love",Elizabeth Gilbert,"Gilbert, Elizabeth",,"=""0143038419""","=""9780143038412""",0,3.57,Riverhead Books,Paperback,368,2007,2006,,2016/09/03,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""""","=""""",0,4.08,Random House: Modern Library,Paperback,272,2004,1890,,2016/08/31,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
781844,On Death and Dying,Elisabeth Kübler-Ross,"Kübler-Ross, Elisabeth",,"=""0684839385""","=""9780684839387""",0,4.17,Scribner,Paperback,288,1997,1969,,2016/08/26,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
21957747,"The Princess and The Queen, or, The Blacks and The Greens",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",0,3.91,Tor Books,ebook,107,2013,2013,,2016/08/24,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
17345242,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,George R.R. Martin,"Martin, George R.R.","Elio M. García Jr., Linda Antonsson","=""0553805444""","=""9780553805444""",0,4.26,Bantam,Hardcover,326,2014,2014,,2016/08/24,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
75703,"English, August: An Indian Story",Upamanyu Chatterjee,"Chatterjee, Upamanyu",Akhil   Sharma,"=""1590171799""","=""9781590171790""",0,3.77,New York Review of Books,Paperback,326,2006,1988,,2016/08/23,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
17748,Data Analysis for Politics & Policy,Edward R. Tufte,"Tufte, Edward R.",,"=""0131975250""","=""9780131975255""",0,3.89,Prentice Hall,Paperback,192,1997,1974,,2016/08/11,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
17749,Visual and Statistical Thinking: Displays of Evidence for Decision Making,Edward R. Tufte,"Tufte, Edward R.",,"=""0961392134""","=""9780961392130""",0,4.21,Graphics Press,Paperback,31,1997,1997,,2016/08/11,to-read,to-read (#20),to-read,,,,0,,,0,,,,,
17744,The Visual Display of Quantitative Information,Edward R. Tufte,"Tufte, Edward R.",,"=""0961392142""","=""9780961392147""",0,4.40,Graphics,Hardcover,197,2011,1983,,2016/08/11,to-read,to-read (#19),to-read,,,,0,,,0,,,,,
11985631,"The Sworn Sword (The Tales of Dunk and Egg, #2)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",3,4.10,,ebook,81,2011,2003,2016/08/01,2016/07/30,,,read,,,,1,,,0,,,,,
18176747,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,Ben Horowitz,"Horowitz, Ben",,"=""0062273205""","=""9780062273208""",4,4.24,Harper Business,Hardcover,304,2014,2014,2016/07/24,2016/03/11,,,read,A very insightful book. Some of Ben's personal stories from Opsware and Loudcloud seemed a bit stretched but the book offers a lot of valuable lessons on business and management.,,,1,,,0,,,,,
6607962,Around the World in 80 Days,Jules Verne,"Verne, Jules",,"=""""","=""""",0,3.93,Public Domain Books,Kindle Edition,154,2012,1873,,2016/07/22,to-read,to-read (#18),to-read,,,,0,,,0,,,,,
19823694,Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",3,3.78,Scribner,Kindle Edition,90,2014,1952,2016/07/19,2016/07/10,,,read,,,,1,,,0,,,,,
18940220,Seven secrets of Shiva,Devdutt Pattanaik,"Pattanaik, Devdutt",,"=""""","=""""",4,3.99,Westland,Kindle Edition,380,2012,2011,2016/07/07,2016/06/12,,,read,,,,1,,,0,,,,,
21411877,Zen Pencils: Cartoon Quotes from Inspirational Folks,Gavin Aung Than,"Than, Gavin Aung",,"=""1449457959""","=""9781449457952""",4,4.53,Andrews McMeel Publishing,Paperback,176,2014,2014,2016/06/10,2016/05/27,,,read,,,,1,,,0,,,,,
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",Berliani M. Nugrahani,"=""""","=""""",4,4.30,Riverhead Books,Paperback,371,2004,2003,2016/04/20,2015/10/03,,,read,"Quite an emotional novel. The writing was really good and was filled with some brilliant dialogues. The plot was especially gripping although it was slightly stretched towards the end. A great account of what's life like in Afghanistan now, and what it used to be. What struck me the most was the brutal honesty in which the author spoke about the most uncomfortable things one could imagine. This book really lived up to the hype and expectations.",,,1,,,0,,,,,
629,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,"Pirsig, Robert M.",,"=""0060589469""","=""9780060589462""",4,3.77,HarperTorch,Mass Market Paperback,540,2006,1974,2016/03/06,2014/12/31,,,read,,,,1,,,1,,,unspecified,,
