Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
23666981,Cuckold,Kiran Nagarkar,"Nagarkar, Kiran",,"=""""","=""""",3,4.16,HarperCollins Publishers India,Kindle Edition,609,2014,1999,2016/01/15,2015/09/25,,,read,"Great piece of imagination by the author. A very engaging and fast paced novel. Also provides you with a really good perspective on life in the royal palace in 16th century Mewar. I really liked the character of the narrator / crown prince who though appears to be so calculative in every aspect and who looks like the most unpopular guy in Mewar at that time but he has a great intellect and the gumption to do things he feels is right not just for him but for everyone else. Though Mirabai is supposed to be the central character, I could never really understand her motives or ideas. The part that deals with the war tactics and the obsession with Babur was kind of overstretched. But overall, I found it a very entertaining book and could easily imagine a big budget Bollywood movie made out of it.",,,1,,,0,,,,,
113934,The Goal: A Process of Ongoing Improvement,Eliyahu M. Goldratt,"Goldratt, Eliyahu M.",Jeff Cox,"=""0884271781""","=""9780884271789""",3,4.05,North River Press,Paperback,384,2004,1984,2015/09/06,2015/04/16,,,read,"The book mostly deals with management topics like the theory of constraints. I think this is a very good method to teach any kind of concept in general, a kind of a fusion of education and entertainment. Wish more books could talk about the abstract ideas of management in a manner as engaging as the author did.",,,1,,,0,,,,,
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",5,4.36,Beacon Press,Paperback,165,2006,1946,2015/11/11,2015/10/16,,,read,"Strong ideas really. Finding meaning of life in pain, hardship and struggle. I thought it was a very practical book and though it talks pain and suffering, the tone is very optimistic and it does fill you with hope and the enthusiasm to take on any challenge that life throws at you.",,,1,,,0,,,,,
2195464,What I Talk About When I Talk About Running,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""0307269191""","=""9780307269195""",4,3.85,Knopf Publishing Group,Hardcover,188,2008,2007,2015/11/11,2015/10/25,,,read,I read this book while training for a half marathon myself. It definitely motivates to go out and run for the sheer joy of it. This was my first Murakami book and I found the writing to be very fluid. I think I will try some of his more popular books very soon.,,,1,,,0,,,,,
66354,Flow: The Psychology of Optimal Experience,Mihaly Csikszentmihalyi,"Csikszentmihalyi, Mihaly",,"=""0060920432""","=""9780060920432""",4,4.11,Harper Perennial,Paperback,303,1990,1990,2016/02/07,2015/09/17,,,read,A really insightful book about psychology and philosophy. Will want to definitely go through the book once more to try and apply so many ideas that the author talks about.,,,1,,,0,,,,,
2175,Madame Bovary,Gustave Flaubert,"Flaubert, Gustave","Mark Overstall, Paul De Man, Malcolm Bowie, Margaret Mauldon","=""0192840398""","=""9780192840394""",4,3.68,Oxford University Press,Paperback,329,2004,1857,2016/01/31,2015/08/14,,,read,,,,1,,,0,,,,,
370655,Comrades,Maxim Gorky,"Gorky, Maxim",,"=""1425475086""","=""9781425475086""",1,3.74,Kessinger Publishing,Paperback,48,2005,1894,2015/08/02,2015/08/02,,,read,,,,1,,,0,,,,,
190565,The Will to Meaning: Foundations and Applications of Logotherapy,Viktor E. Frankl,"Frankl, Viktor E.",,"=""0452010349""","=""9780452010345""",0,4.26,Meridian/Plume,Paperback,208,1988,1969,,2015/11/11,to-read,to-read (#17),to-read,,,,0,,,0,,,,,
23008124,Kindle Voyage User's Guide,Amazon,"Amazon, Amazon",,"=""""","=""""",3,3.80,Amazon Digital Services,Kindle Edition,61,2011,2011,2015/10/11,2015/10/11,,,read,,,,1,,,0,,,,,
120244,Marathon: The Ultimate Training Guide,Hal Higdon,"Higdon, Hal",,"=""1594861994""","=""9781594861994""",0,3.98,Rodale Books,Paperback,356,2005,1999,,2015/10/03,to-read,to-read (#15),to-read,,,,0,,,0,,,,,
52309,The Autobiography of Benjamin Franklin,Benjamin Franklin,"Franklin, Benjamin",Lewis Gaston Leary,"=""0743255062""","=""9780743255066""",0,3.84,Touchstone,Paperback,143,2004,1791,,2015/04/27,to-read,to-read (#14),to-read,,,,0,,,0,,,,,
268860,The Shot,Alexander Pushkin,"Pushkin, Alexander",,"=""1425469280""","=""9781425469283""",1,3.89,Kessinger Publishing,Paperback,48,2005,1830,2015/09/27,2015/09/27,,,read,,,,1,,,0,,,,,
19106,The Nose,Nikolai Gogol,"Gogol, Nikolai",Kevin Hawkes,"=""0688104649""","=""9780688104641""",2,3.89,HarperCollins Publishers,Hardcover,31,1994,1836,2015/09/06,2015/09/06,,,read,,,,1,,,0,,,,,
9547888,Attached: The New Science of Adult Attachment and How It Can Help You Find—and Keep—Love,Amir Levine,"Levine, Amir",Rachel S.F. Heller,"=""1585428485""","=""9781585428489""",0,4.14,Tarcher,Hardcover,304,2010,2010,,2015/09/05,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
833646,The Candle,Leo Tolstoy,"Tolstoy, Leo",,"=""1425468748""","=""9781425468743""",1,3.10,Kessinger Publishing,Paperback,48,2005,1886,2015/08/02,2015/08/02,,,read,,,,1,,,0,,,,,
6969,Emma,Jane Austen,"Austen, Jane",Fiona Stafford,"=""0141439580""","=""9780141439587""",2,4.01,Penguin Books,Paperback,474,2003,1815,2015/07/17,2015/03/03,,,read,"Not my cup of tea. I never really liked fiction and Emma was really a hopeless novel for me. I think I am done with Jane Austen, atleast for the near future. Their is virtually no real plot, just a bunch of characters talking and gossiping about each other. I also did not have any context of the 18th century England to appreciate the finer points of the plot. Although the language was the book's only positive and words were literally flowing freely throughout the novel, there was no real subject matter in the plot to hold my interest. ",,,1,,,0,,,,,
18514068,Sita: An Illustrated Retelling of the Ramayana,Devdutt Pattanaik,"Pattanaik, Devdutt",,"=""0143064320""","=""9780143064329""",4,4.07,Penguin,Paperback,328,2013,2013,2015/06/10,2015/01/26,,,read,"I wanted to give this book five stars initially but was disappointed by its end. There was no need to name it Sita, because her role is very limited in the book. Where the author excelled was in the level of detail in which he explored various relationships between characters. He also points out very interesting trends and anecdotes that add to the story. Overall, it's a must read for anyone interested in religion and mythology.",,,1,,,1,,,unspecified,,
28862,The Prince,Niccolò Machiavelli,"Machiavelli, Niccolò","Rufus Goodwin, Benjamin Martinez","=""0937832383""","=""9780937832387""",3,3.82,Dante University of America Press,Paperback,140,2003,1532,2015/05/24,2015/01/26,,,read,"I had heard a lot about Nicollo Machiaveli, and I must admit, at some level, I was disappointed. This book was not as scandalous as I expected. Secondly, I felt that the use of examples and case studies to prove his theories was not very effective because A. the kings and rulers from that period are neither very well known or significant B. Machiaveli throws so many names that it's difficult to keep track of them even after repeated references to glossary. Nevertheless, this book was not meant for the comman man to read. It definitely lays down some important, though debatable, theories and principles that would have proved invaluable to any ruler from that period, in some cases, even today. What kept me going was that the book was short and it was sprinkled with tiny nuggets of wisdom.",,,1,,,1,,,unspecified,,
160374,The Death of Ivan Ilyich,Leo Tolstoy,"Tolstoy, Leo",Lynn Solotaroff,"=""0553210351""","=""9780553210354""",4,4.08,Bantam Classic,Paperback,134,2004,1866,2015/05/21,2015/05/16,,,read,A very engaging narrative. Tolstoy depicts the harsh realities of life that we tend to overlook and ignore. Death is the ultimate reality.,,,1,,,0,,,,,
22247910,Dancing with Maharaja,Sundar,"Sundar, Sundar",,"=""""","=""""",2,3.14,Sundar,Kindle Edition,152,2013,2012,2015/02/24,2015/02/23,,,read,"An oversimplified view of the life of a UPSC aspirant. The story is filled with cliches. It maybe motivating for some, but nothing of real value here.",,,1,,,1,,,unspecified,,
3753955,Guyland: The Perilous World Where Boys Become Men,Michael S. Kimmel,"Kimmel, Michael S.",,"=""0060831340""","=""9780060831349""",0,3.70,Harper,Hardcover,352,2008,2008,,2015/05/15,to-read,to-read (#12),to-read,,,,0,,,0,,,,,
10884,Einstein: His Life and Universe,Walter Isaacson,"Isaacson, Walter",,"=""0743264738""","=""9780743264730""",4,4.13,Simon  Schuster,Hardcover,675,2007,2007,2015/05/10,2015/01/26,,,read,"Sounds cliched, but I have been reading this book for a long time and now that I finally finished it, I really do wish it went on further. The two most striking attributes about Einstein for me were A. his simplicity and B. his rebellious attitude. The narration shifts smoothly from his personal life to his professional projects to his public stature and to the events going on in the world around that time. For me,  there was a lot to learn from this book. It was definitely one of the best investments of my time.",,,1,,,1,,,unspecified,,
23754,"Preludes & Nocturnes (The Sandman, #1)",Neil Gaiman,"Gaiman, Neil","Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger, Daniel Vozzo","=""1563892278""","=""9781563892271""",4,4.23,Vertigo,Hardcover,233,1998,1991,2013/01/01,2014/06/20,,,read,A very intellectual graphic comic series. Must read for all geeks and comic fans.,,,1,,,1,,,unspecified,,
105576,Five Point Someone: What Not to Do at IIT,Chetan Bhagat,"Bhagat, Chetan",,"=""8129104598""","=""9788129104595""",3,3.43,Rupa Publications,Paperback,267,2011,2004,2011/01/01,2014/06/20,,,read,"It's like a masala movie, a mass entertainer.. not much critical value but just simple entertainment",,,1,,,1,,,unspecified,,
16133355,Concepts of Physics (Part 1),H.C. Verma,"Verma, H.C.",,"=""""","=""""",5,4.36,,,450,,1999,2009/01/01,2015/05/09,,,read,"Pondering over those ideas, concepts and theories, for hours on end, back in school.. Sheer joy :)",,,1,,,0,,,,,
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",4,4.16,"Little, Brown and Company",Hardcover,309,2008,2008,2014/09/01,2014/06/20,,,read,I read this book some while ago. Outliers contains well researched and though provoking ideas. Malcolm Gladwell uses a lot of examples to prove his point.. a style that is typical of most non fiction books. But reading through those stories was still a breeze. ,,,1,,,1,,,unspecified,,
356824,India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,"Guha, Ramachandra",,"=""0060198818""","=""9780060198817""",5,4.38,Ecco,Hardcover,912,2007,2007,2014/09/06,2014/06/20,,,read,"A must read for every fan of history. Our school history books end after 1947. But this book gives you amazing insights into the big, and small, events post independence. It is paced like a thriller. This is how all history books should be written.",,,1,,,1,,,unspecified,,
577245,The Long Exile and Other Stories,Leo Tolstoy,"Tolstoy, Leo",,"=""0898753031""","=""9780898753035""",2,3.68,University Press of the Pacific,Paperback,408,2001,2001,2015/05/02,2015/05/02,,,read,The story was very didactic in nature. I guess it was written for school children to promote morals and values. ,,,1,,,0,,,,,
4603830,Chacha Chaudhary and Raaka,प्राण कुमार शर्मा [Pran Kumar Sharma],"Sharma], प्राण कुमार शर्मा [Pran Kumar",,"=""""","=""""",3,4.08,Diamond Comics,Illustrated,,,,1998/01/01,2015/05/07,,,read,Reminds me of the 90s. Great timepass books for children.,,,1,,,0,,,,,
359195,"Lucifer, Vol. 1: Devil in the Gateway",Mike Carey,"Carey, Mike","Scott Hampton, Chris Weston, James Hodgkins, Warren Pleece, Dean Ormston, Neil Gaiman","=""1563897334""","=""9781563897337""",0,4.10,Vertigo,Paperback,160,2001,2001,,2015/04/13,to-read,to-read (#11),to-read,,,,0,,,0,,,,,
279614,The Queen of Spades,Alexander Pushkin,"Pushkin, Alexander",H. Twitchell,"=""1557424373""","=""9781557424372""",3,3.94,Wildside Press,Paperback,52,2005,1834,2015/03/24,2015/03/24,,,read,"A very well crafted short story. It keeps you engaged till the end. It's humour is based on absurd yet genuine human actions and emotions . The plot is quite simple but the narration and twists are really interesting. Overall, a pleasant read.",,,1,,,0,,,,,
25142096,Twenty-Six Men and a Girl,Maxim Gorky,"Gorky, Maxim",,"=""""","=""""",4,3.70,Library of Alexandria,Kindle Edition,20,2009,2009,2015/03/23,2015/03/23,,,read,"I was introduced to Russian literature through Tolstoy and after reading this book, I am already a fan. I plan to read a lot more of these short stories in the future.",,,1,,,0,,,,,
28815,Influence: The Psychology of Persuasion,Robert B. Cialdini,"Cialdini, Robert B.",,"=""006124189X""","=""9780061241895""",0,4.19,Harper Business,Paperback,320,2006,1984,,2014/10/28,to-read,to-read (#10),to-read,,,,0,,,0,,,,,
413179,The Clash of Civilizations and the Remaking of World Order,Samuel P. Huntington,"Huntington, Samuel P.",,"=""0684844419""","=""9780684844411""",3,3.75,Simon & Schuster,Paperback,368,1998,1996,2015/03/10,2014/11/10,,,read,"The author tries to present an oversimplified view of the world with its various cultures and civilizations. He especially focuses on the conflict between the West on one hand and Islam and China on the other. There were however, a few inaccuracies and false generalizations, for eg., regarding the Hindu civilization. Overall, the book gives some useful insights into global politics, though the length could have been easily reduced.",,,1,,,1,,,unspecified,,
6900,Tuesdays with Morrie,Mitch Albom,"Albom, Mitch",,"=""0751529818""","=""9780751529814""",2,4.11,Warner,Paperback,210,2000,1997,2014/09/24,2014/09/19,,,read,"This is one of those bestsellers that lack any content or novel ideas. It's filled with boring cliches and over the top preachiness. Although some may find it digestible, this was not my cup of tea.",,,1,,,1,,,unspecified,,
9864913,Jaya: An Illustrated Retelling of the Mahabharata,Devdutt Pattanaik,"Pattanaik, Devdutt",,"=""014310425X""","=""9780143104254""",4,4.22,Penguin Global,Paperback,372,2011,2010,2014/08/01,2014/06/20,,,read,Thoroughly entertaining book filled with interesting anecdotes. The book presents a refreshing perspective on Mahabharat from what I had seen on TV or read in school textbooks.  ,,,1,,,1,,,unspecified,,
59960,Batman: The Dark Knight Returns,Frank Miller,"Miller, Frank","Klaus Janson, Lynn Varley","=""156389341X""","=""9781563893414""",4,4.26,DC Comics,Hardcover,197,2012,1986,2014/01/01,2014/06/20,,,read,Batman returns several years after his retirement to fight crime once again. It explores the psyche of Bruce Wayne in great detail.,,,1,,,1,,,unspecified,,
59980,Batman: Year One,Frank Miller,"Miller, Frank","David Mazzucchelli, Richmond Lewis, Todd Klein, Dennis O'Neil","=""1401207529""","=""9781401207526""",5,4.22,DC Comics,Paperback,144,2007,1987,2014/01/01,2014/06/20,,,read,Frank Miller's Batman : Year One is a must read for every fan. The book tells the story of the initial days of Bruce Wayne / Batman. It shares some similarities with the movie The Dark Knight Begins but it adds several other interesting details as well. ,,,1,,,1,,,unspecified,,
13525945,So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love,Cal Newport,"Newport, Cal",,"=""1455509108""","=""9781455509102""",4,4.11,Business Plus,ebook,288,2012,2012,2014/09/21,2014/08/14,,,read,Amazing. Must read for every young professional. ,,,1,,,1,,,unspecified,,
17977529,"Choose Yourself: Be Happy, Make Millions, Live the Dream",James Altucher,"Altucher, James",,"=""1619610221""","=""9781619610224""",4,3.87,JAMES ALTUCHER,Paperback,276,2013,2013,2014/11/10,2014/10/28,,,read,I got to know about this through Quora. One of the better self help / motivational books I've read.,,,1,,,1,,,unspecified,,
18050143,"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel,"Thiel, Peter",Blake  Masters,"=""0804139296""","=""9780804139298""",4,4.17,Crown Business,Hardcover,195,2014,2014,2014/11/20,2014/11/17,,,read,This is more like a classroom lecture where Peter Thiel lists down 7-8 trends he sees in the startup ecosystem and then elaborates on them. Not a bad read. You can find some really good nuggets of wisdom in this book.,,,1,,,1,,,unspecified,,
6885191,Start-up Nation: The Story of Israel's Economic Miracle,Dan Senor,"Senor, Dan",Saul Singer,"=""044654146X""","=""9780446541466""",4,4.13,Twelve,Hardcover,304,2009,2009,2014/12/01,2014/11/03,,,read,The authors try to identify the reasons behind the success of Israelis in the startup world. An interesting read for future entrepreneurs.,,,1,,,1,,,unspecified,,
4407,"American Gods (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",4,4.11,Headline Review,Paperback,635,2005,2001,2014/12/10,2014/08/21,,,read,"The storyline was pretty interesting and it kept me on the edge until the end. However, the climax was not so satisfying. Neil Gaiman is a great entertainer and he brings a lot of gore and edgy characters into this book.",,,1,,,1,,,unspecified,,
1431,Veronika Decides to Die,Paulo Coelho,"Coelho, Paulo","Margaret Jull Costa, Kâmuran Şipal","=""0061124265""","=""9780061124266""",4,3.70,Harper Perennial,Paperback,210,2006,1998,2014/12/31,2014/12/21,,,read,"Although the storyline is not very strong, yet it gives a good portayal of the life inside a mental asylum. It does give a rather good understanding of what can make a sane person go insane.",,,1,,,1,,,unspecified,,
7613,Animal Farm,George Orwell,"Orwell, George","Boris Grabnar, Celâl Üster, Peter Škerl","=""0452284244""","=""9780452284241""",5,3.95,NAL,Paperback,122,2003,1945,2014/12/21,2014/12/21,,,read,"It gives you an amazing perspective on political ideologies. Though there are certain generalizations, yet it is a fascinating take on history. A must read for anyone interested in politics.",,,1,,,1,,,unspecified,,
987025,The Kreutzer Sonata,Leo Tolstoy,"Tolstoy, Leo",David Duff,"=""0141032847""","=""9780141032849""",4,3.90,Penguin,Paperback,144,2007,1889,2015/02/27,2015/02/25,,,read,Brilliantly written short story. It can make your skin crawl. Pretty accurate depiction of human emotions.,,,1,,,1,,,unspecified,,
7913305,"The Immortals of Meluha (Shiva Trilogy, #1)",Amish Tripathi,"Tripathi, Amish",,"=""""","=""""",4,4.09,Westland ,Paperback,436,2010,2010,2012/01/01,2014/06/20,,,read,,,,1,,,1,,,unspecified,,
25099,"The Doll's House (The Sandman, #2)",Neil Gaiman,"Gaiman, Neil","Steve Parkhouse, Chris Bachalo, Michael Zulli, Mike Dringenberg, Malcolm Jones III, Todd Klein, Clive Barker","=""1563892251""","=""9781563892257""",4,4.44,Vertigo,Hardcover,232,1999,1990,2013/01/01,2014/06/20,,,read,,,,1,,,0,,,,,
198863,"Screw It, Let's Do It: Lessons In Life",Richard Branson,"Branson, Richard",,"=""0753510995""","=""9780753510995""",4,3.93,Virgin Books,Paperback,128,2006,2006,2013/01/01,2014/06/20,,,read,,,,1,,,0,,,,,
968,"The Da Vinci Code (Robert Langdon, #2)",Dan Brown,"Brown, Dan",,"=""""","=""""",4,3.86,Anchor,Paperback,489,2006,2003,2011/01/01,2014/06/20,,,read,,,,1,,,1,,,unspecified,,
11827808,The Secret of the Nagas (Shiva Trilogy #2),Amish Tripathi,"Tripathi, Amish",,"=""9380658797""","=""97893806587""",3,4.06,Westland,Paperback,371,2011,2011,2012/01/01,2014/06/20,,,read,,,,1,,,1,,,unspecified,,
11125,Digital Fortress,Dan Brown,"Brown, Dan",,"=""""","=""""",3,3.66,Corgi books,Paperback,510,2004,1998,2011/01/01,2014/06/21,,,read,,,,1,,,1,,,unspecified,,
4894,Who Moved My Cheese?,Spencer Johnson,"Johnson, Spencer",Kenneth H. Blanchard,"=""0091883768""","=""9780091883768""",3,3.82,Vermilion,Hardcover,96,2002,1998,2012/01/01,2014/06/20,,,read,,,,1,,,0,,,,,
69571,"Rich Dad, Poor Dad",Robert T. Kiyosaki,"Kiyosaki, Robert T.",Sharon Lechter,"=""0751532711""","=""9780751532715""",4,4.08,Time Warner Books UK,Paperback,195,2007,1997,2011/01/01,2014/06/20,,,read,,,,1,,,0,,,,,
865,The Alchemist,Paulo Coelho,"Coelho, Paulo",Alan R. Clarke,"=""0061122416""","=""9780061122415""",3,3.88,HarperCollins,Paperback,197,1993,1988,2011/01/01,2014/06/21,,,read,,,,1,,,1,,,unspecified,,
6411961,"The Lost Symbol (Robert Langdon, #3)",Dan Brown,"Brown, Dan",,"=""0385504225""","=""9780385504225""",3,3.71,Doubleday,Hardcover,509,2009,2009,2011/01/01,2014/06/20,,,read,,,,1,,,1,,,unspecified,,
6969361,2 States: The Story of My Marriage,Chetan Bhagat,"Bhagat, Chetan",,"=""8129115301""","=""9788129115300""",3,3.43,Rupa & Co,Paperback,269,2009,2009,2012/01/01,2014/06/20,,,read,,,,1,,,1,,,unspecified,,
3320520,The 3 Mistakes of My Life,Chetan Bhagat,"Bhagat, Chetan",,"=""""","=""9788129113726""",2,3.02,Rupa & Co.,Paperback,258,2008,2008,2012/01/01,2014/06/20,,,read,,,,1,,,1,,,unspecified,,
4950,The Hungry Tide,Amitav Ghosh,"Ghosh, Amitav",,"=""061871166X""","=""9780618711666""",4,3.96,Mariner Books,Paperback,333,2006,2004,2014/01/01,2014/06/20,,,read,,,,1,,,1,,,unspecified,,
17237684,A Roller Coaster Ride,Saumil Shrivastava,"Shrivastava, Saumil",,"=""""","=""""",1,2.37,,,,,,2014/01/01,2014/06/20,,,read,A total waste of time.,,,1,,,1,,,unspecified,,
11,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",3,4.22,Del Rey Books,Mass Market Paperback,216,2005,1979,2014/12/01,2014/12/10,,,read,,,,1,,,1,,,unspecified,,
656,War and Peace,Leo Tolstoy,"Tolstoy, Leo","Henry Gifford, Aylmer Maude, Louise Maude, Vladimir Levstik","=""""","=""""",0,4.12,Oxford University Press,Paperback,1392,1998,1867,,2015/02/25,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
8695,"The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",3,4.21,Del Rey,Paperback,250,2005,1980,2015/01/29,2015/01/04,,,read,,,,1,,,1,,,unspecified,,
168668,"Catch-22 (Catch-22, #1)",Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",0,3.98,Simon & Schuster ,Paperback,453,2004,1961,,2015/01/26,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
15823480,Anna Karenina,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Lev Tolstoi, Louise Maude, George Gibian","=""""","=""""",0,4.05,Vintage,Paperback,964,2012,1877,,2015/01/26,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",0,4.33,Scholastic Press,Hardcover,374,2008,2008,,2015/01/19,to-read,to-read (#6),to-read,,,,0,,,0,,,,,
31093,"Lila: An Inquiry Into Morals (Phaedrus, #2)",Robert M. Pirsig,"Pirsig, Robert M.",,"=""0553299611""","=""9780553299618""",0,3.79,Bantam,Paperback,480,1992,1991,,2015/01/01,to-read,to-read (#5),to-read,,,,0,,,0,,,,,
203968,The Social Animal,Elliot Aronson,"Aronson, Elliot",,"=""071675715X""","=""9780716757153""",0,4.27,Worth Publishers,Paperback,512,2003,1972,,2014/12/10,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
588138,The Hero With a Thousand Faces,Joseph Campbell,"Campbell, Joseph",,"=""0691017840""","=""9780691017846""",0,4.16,Princeton University Press,Paperback,416,1972,1949,,2014/11/10,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,"=""0739467352""","=""9780739467350""",0,4.03,W.W. Norton & Company,Paperback,425,2005,1997,,2014/06/20,to-read,to-read (#2),to-read,,,,0,,,0,,,,,
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",0,4.16,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,,2014/08/21,to-read,to-read (#1),to-read,,,,0,,,0,,,,,
5470,1984,George Orwell,"Orwell, George","Erich Fromm, Regina Silveira, Marcelo Pen, Golo Mann, Irving Howe, Raymond Williams, Thomas Pynchon, Homi K. Bhabha, Martha C. Nussbaum, Bernard Crick, George Packer","=""""","=""""",4,4.19,New American Library,Mass Market Paperback,328,1950,1949,2014/06/20,2014/06/20,,,read,,,,1,,,1,,,unspecified,,
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0061234001""","=""9780061234002""",3,3.98,William Morrow,Hardcover,320,2006,2005,2014/06/20,2014/06/20,,,read,,,,1,,,1,,,unspecified,,
